,Bridge,Professional & Other Places,Furniture / Home Store,Residence,Place for Sports,Hotel,Vehicle-Related Place,Recycling Facility,Clothing & Jewelry,Neighborhood,Embassy / Consulate,Post Office,Vehicle Shop,Hardware Store,Religion & Spirituality,"History, Museum & Arts",Office,School,Smoke Shop,Indoor Entertainment,"Beauty, Cosmetology & Hairdressing",Electronics,Travel-Related Place,Rest Area,Government Building,General Education Place,Financial or Legal Service,Convention Center,Place for Socializing,Medical-Related Place,Alcoholic-Related Place,Transportation,Storage Facility,Paper / Office Supplies Store,Design Studio,Miscellaneous Shop,Shop Related to Entertainment,Newsstand,Bank,Funeral,Restaurant,"Store, Market & Fair",Pet-Related Place,Laundry Service,Outdoor Entertainment,Sporting Goods Shop,Factory,Food & Snack,Castle
811,1.0,0.0,3.0,18.0,21.0,3.0,4.0,0.0,9.0,11.0,0.0,0.0,2.0,0.0,2.0,3.0,1.0,10.0,1.0,29.0,7.0,2.0,2.0,0.0,0.0,5.0,0.0,0.0,2.0,4.0,0.0,40.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,1.0,31.0,6.0,1.0,0.0,18.0,2.0,1.0,33.0,0.0
812,2.0,0.0,0.0,16.0,25.0,3.0,4.0,0.0,5.0,7.0,0.0,1.0,3.0,1.0,1.0,1.0,11.0,11.0,0.0,43.0,7.0,2.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0,8.0,0.0,44.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,49.0,9.0,2.0,2.0,29.0,0.0,0.0,24.0,0.0
813,3.0,0.0,2.0,35.0,28.0,7.0,2.0,0.0,6.0,6.0,0.0,1.0,0.0,1.0,1.0,7.0,7.0,14.0,1.0,31.0,2.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,9.0,1.0,41.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,74.0,7.0,3.0,2.0,27.0,1.0,0.0,28.0,0.0
814,3.0,0.0,0.0,38.0,37.0,9.0,2.0,0.0,6.0,7.0,0.0,0.0,2.0,0.0,4.0,5.0,16.0,10.0,1.0,67.0,8.0,5.0,3.0,1.0,4.0,3.0,0.0,1.0,2.0,9.0,1.0,38.0,0.0,2.0,0.0,4.0,1.0,0.0,3.0,0.0,75.0,6.0,1.0,3.0,16.0,0.0,0.0,35.0,0.0
815,1.0,0.0,0.0,20.0,25.0,6.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,3.0,7.0,12.0,4.0,0.0,44.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,24.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,55.0,5.0,1.0,2.0,23.0,0.0,0.0,20.0,0.0
816,0.0,0.0,0.0,14.0,18.0,5.0,2.0,0.0,2.0,13.0,0.0,0.0,1.0,0.0,3.0,9.0,6.0,4.0,0.0,39.0,5.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,3.0,1.0,37.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,81.0,8.0,0.0,0.0,18.0,0.0,0.0,16.0,0.0
817,3.0,0.0,0.0,15.0,9.0,4.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,2.0,8.0,6.0,1.0,3.0,42.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,27.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,65.0,4.0,0.0,0.0,16.0,1.0,0.0,23.0,0.0
818,0.0,0.0,0.0,17.0,9.0,6.0,4.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,1.0,10.0,3.0,2.0,1.0,36.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,11.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,39.0,4.0,0.0,0.0,7.0,0.0,0.0,11.0,0.0
819,1.0,0.0,0.0,24.0,6.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,4.0,0.0,18.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,18.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,50.0,2.0,0.0,0.0,10.0,0.0,0.0,14.0,0.0
820,0.0,0.0,0.0,28.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,33.0,0.0,1.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,0.0,0.0,5.0,0.0,1.0,10.0,0.0
821,0.0,0.0,0.0,22.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,2.0,0.0,43.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,5.0,1.0,0.0,10.0,0.0
822,0.0,0.0,0.0,18.0,2.0,2.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,30.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,1.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0
823,2.0,0.0,0.0,9.0,0.0,4.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0
824,2.0,0.0,0.0,17.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,24.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
825,0.0,0.0,0.0,11.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,17.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0
826,0.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,15.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
827,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
828,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
829,0.0,0.0,0.0,10.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0
830,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
831,0.0,0.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0
833,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
834,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,6.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
835,1.0,0.0,0.0,7.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0
836,2.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0
837,0.0,0.0,0.0,5.0,12.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0
838,2.0,0.0,0.0,14.0,8.0,1.0,1.0,0.0,1.0,5.0,0.0,2.0,1.0,0.0,1.0,1.0,9.0,3.0,0.0,7.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,6.0,1.0,0.0,7.0,0.0
839,1.0,0.0,0.0,9.0,19.0,1.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,1.0,3.0,11.0,11.0,0.0,19.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,7.0,1.0,0.0,0.0,5.0,0.0,0.0,15.0,0.0
840,1.0,0.0,0.0,14.0,10.0,3.0,2.0,0.0,2.0,3.0,0.0,0.0,3.0,0.0,1.0,1.0,23.0,16.0,0.0,19.0,1.0,0.0,1.0,0.0,5.0,2.0,0.0,1.0,0.0,8.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,13.0,1.0,1.0,17.0,0.0
841,4.0,0.0,1.0,16.0,15.0,2.0,4.0,1.0,2.0,7.0,0.0,2.0,1.0,0.0,2.0,0.0,49.0,28.0,0.0,28.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,11.0,0.0,55.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,15.0,4.0,0.0,1.0,11.0,0.0,0.0,28.0,0.0
842,2.0,0.0,0.0,20.0,18.0,4.0,3.0,1.0,4.0,7.0,0.0,4.0,0.0,0.0,2.0,1.0,75.0,28.0,0.0,27.0,1.0,3.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,18.0,0.0,52.0,0.0,2.0,1.0,0.0,1.0,0.0,7.0,1.0,17.0,5.0,2.0,1.0,11.0,0.0,1.0,25.0,0.0
843,4.0,0.0,1.0,13.0,20.0,4.0,5.0,0.0,4.0,8.0,0.0,2.0,0.0,1.0,3.0,4.0,66.0,15.0,0.0,32.0,3.0,0.0,1.0,0.0,4.0,2.0,1.0,0.0,1.0,12.0,0.0,32.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,0.0,20.0,4.0,0.0,1.0,15.0,0.0,0.0,31.0,0.0
844,5.0,0.0,0.0,11.0,15.0,2.0,3.0,0.0,3.0,5.0,0.0,2.0,2.0,1.0,4.0,2.0,57.0,23.0,0.0,23.0,5.0,2.0,2.0,0.0,2.0,3.0,0.0,0.0,1.0,11.0,0.0,27.0,0.0,0.0,0.0,3.0,2.0,0.0,6.0,1.0,20.0,8.0,0.0,2.0,8.0,0.0,0.0,21.0,0.0
845,5.0,0.0,2.0,14.0,17.0,4.0,2.0,0.0,4.0,10.0,0.0,0.0,2.0,1.0,1.0,4.0,40.0,24.0,0.0,23.0,5.0,1.0,1.0,0.0,2.0,3.0,0.0,2.0,1.0,13.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,19.0,7.0,1.0,1.0,13.0,0.0,0.0,19.0,0.0
846,2.0,0.0,2.0,15.0,12.0,1.0,2.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,4.0,5.0,34.0,20.0,0.0,14.0,5.0,1.0,0.0,0.0,7.0,2.0,0.0,1.0,0.0,12.0,0.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,25.0,1.0,1.0,0.0,13.0,1.0,0.0,21.0,0.0
847,1.0,0.0,0.0,14.0,23.0,3.0,3.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,2.0,1.0,17.0,12.0,0.0,14.0,6.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,4.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,18.0,4.0,0.0,1.0,15.0,0.0,1.0,14.0,0.0
848,1.0,0.0,0.0,21.0,11.0,4.0,3.0,0.0,7.0,5.0,0.0,2.0,1.0,0.0,3.0,4.0,16.0,14.0,0.0,15.0,4.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,4.0,8.0,0.0,17.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,56.0,8.0,2.0,3.0,9.0,0.0,0.0,19.0,0.0
849,1.0,1.0,0.0,9.0,9.0,1.0,1.0,0.0,5.0,7.0,0.0,0.0,1.0,0.0,3.0,4.0,16.0,21.0,1.0,13.0,4.0,2.0,3.0,0.0,5.0,2.0,0.0,0.0,1.0,11.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,54.0,8.0,0.0,0.0,14.0,0.0,0.0,23.0,0.0
850,3.0,1.0,0.0,17.0,9.0,4.0,0.0,0.0,7.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,21.0,11.0,0.0,14.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,12.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,0.0,47.0,2.0,2.0,1.0,23.0,0.0,0.0,24.0,0.0
851,1.0,0.0,3.0,7.0,10.0,0.0,2.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,9.0,16.0,0.0,28.0,5.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,5.0,0.0,15.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0,1.0,54.0,3.0,0.0,1.0,17.0,0.0,0.0,25.0,0.0
852,2.0,0.0,0.0,9.0,7.0,5.0,2.0,0.0,6.0,7.0,0.0,1.0,2.0,2.0,0.0,4.0,16.0,12.0,0.0,19.0,5.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,9.0,0.0,34.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,56.0,4.0,1.0,0.0,8.0,3.0,0.0,21.0,0.0
853,0.0,0.0,0.0,10.0,5.0,2.0,2.0,0.0,3.0,5.0,0.0,0.0,0.0,2.0,2.0,3.0,7.0,8.0,0.0,25.0,5.0,0.0,3.0,0.0,4.0,3.0,0.0,0.0,0.0,5.0,0.0,27.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,35.0,1.0,0.0,1.0,7.0,3.0,0.0,22.0,0.0
854,5.0,0.0,2.0,16.0,6.0,1.0,0.0,1.0,5.0,5.0,0.0,3.0,0.0,0.0,0.0,1.0,21.0,11.0,0.0,21.0,5.0,3.0,1.0,0.0,4.0,3.0,0.0,1.0,0.0,7.0,0.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,29.0,7.0,1.0,1.0,10.0,0.0,0.0,16.0,0.0
855,3.0,0.0,0.0,14.0,5.0,1.0,3.0,0.0,6.0,5.0,0.0,4.0,1.0,0.0,0.0,1.0,11.0,10.0,1.0,16.0,5.0,0.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,17.0,0.0,0.0,0.0,3.0,2.0,0.0,3.0,0.0,17.0,6.0,1.0,0.0,15.0,2.0,0.0,16.0,0.0
856,2.0,0.0,0.0,23.0,14.0,3.0,3.0,0.0,10.0,6.0,0.0,1.0,1.0,1.0,2.0,4.0,10.0,7.0,0.0,22.0,3.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,12.0,0.0,31.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,36.0,11.0,1.0,2.0,18.0,2.0,0.0,16.0,0.0
857,2.0,0.0,0.0,18.0,10.0,2.0,2.0,0.0,5.0,3.0,0.0,0.0,2.0,0.0,5.0,0.0,9.0,8.0,0.0,19.0,10.0,4.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,29.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,19.0,7.0,0.0,1.0,16.0,0.0,1.0,12.0,0.0
858,0.0,0.0,0.0,14.0,13.0,2.0,4.0,0.0,9.0,6.0,0.0,1.0,1.0,0.0,1.0,4.0,9.0,11.0,0.0,22.0,6.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,29.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,1.0,24.0,1.0,0.0,3.0,25.0,0.0,0.0,22.0,0.0
859,2.0,1.0,1.0,22.0,13.0,2.0,2.0,0.0,5.0,2.0,1.0,2.0,0.0,2.0,0.0,5.0,10.0,9.0,0.0,23.0,6.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,9.0,2.0,34.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,35.0,1.0,0.0,2.0,16.0,1.0,0.0,12.0,0.0
860,1.0,0.0,1.0,30.0,24.0,4.0,4.0,0.0,8.0,7.0,0.0,2.0,1.0,0.0,4.0,4.0,2.0,14.0,1.0,40.0,5.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,3.0,7.0,0.0,43.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,31.0,5.0,1.0,1.0,20.0,0.0,0.0,24.0,0.0
861,5.0,0.0,2.0,21.0,32.0,5.0,1.0,0.0,4.0,3.0,0.0,3.0,1.0,0.0,4.0,9.0,6.0,6.0,0.0,43.0,4.0,4.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,13.0,0.0,39.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,2.0,55.0,3.0,0.0,3.0,12.0,1.0,0.0,18.0,0.0
862,4.0,0.0,3.0,19.0,23.0,2.0,1.0,0.0,3.0,6.0,0.0,2.0,3.0,0.0,4.0,5.0,7.0,10.0,0.0,49.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,36.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,76.0,6.0,0.0,4.0,13.0,0.0,0.0,19.0,0.0
863,4.0,0.0,2.0,28.0,17.0,3.0,2.0,0.0,7.0,4.0,0.0,0.0,1.0,2.0,6.0,11.0,2.0,9.0,0.0,73.0,5.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,6.0,0.0,21.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,60.0,3.0,0.0,1.0,21.0,0.0,0.0,20.0,0.0
864,1.0,0.0,0.0,24.0,16.0,2.0,1.0,0.0,2.0,6.0,1.0,2.0,0.0,0.0,5.0,4.0,7.0,5.0,1.0,40.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,2.0,4.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,74.0,4.0,0.0,1.0,14.0,0.0,1.0,14.0,0.0
865,0.0,0.0,0.0,28.0,13.0,7.0,5.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,6.0,2.0,0.0,0.0,48.0,3.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,51.0,5.0,0.0,1.0,12.0,0.0,0.0,14.0,0.0
866,0.0,0.0,0.0,27.0,9.0,2.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,1.0,0.0,37.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,50.0,4.0,0.0,0.0,8.0,0.0,0.0,12.0,0.0
867,0.0,0.0,0.0,23.0,5.0,3.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,0.0,38.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,44.0,1.0,1.0,0.0,3.0,0.0,0.0,13.0,0.0
868,1.0,0.0,0.0,16.0,5.0,3.0,4.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,38.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,15.0,0.0,1.0,0.0,3.0,2.0,0.0,2.0,1.0,24.0,1.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0
869,2.0,0.0,0.0,17.0,4.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2.0,0.0,1.0,3.0,0.0,0.0,13.0,0.0
870,1.0,0.0,0.0,21.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,22.0,1.0,0.0,0.0,3.0,0.0,0.0,8.0,0.0
871,0.0,0.0,0.0,18.0,3.0,3.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,42.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,1.0,0.0,0.0,10.0,0.0,0.0,8.0,0.0
872,1.0,0.0,0.0,27.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,1.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0
873,0.0,0.0,0.0,18.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,27.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0
874,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,0.0
875,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0
876,0.0,0.0,0.0,12.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
877,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
878,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
