"('A',)","('B',)","('C',)","('D',)","('E',)","('F',)","('A', 'B')","('A', 'C')","('A', 'D')","('A', 'E')","('A', 'F')","('B', 'C')","('B', 'D')","('B', 'E')","('B', 'F')","('C', 'D')","('C', 'E')","('C', 'F')","('D', 'E')","('D', 'F')","('E', 'F')","('A', 'B', 'C')","('A', 'B', 'D')","('A', 'B', 'E')","('A', 'B', 'F')","('A', 'C', 'D')","('A', 'C', 'E')","('A', 'C', 'F')","('A', 'D', 'E')","('A', 'D', 'F')","('A', 'E', 'F')","('B', 'C', 'D')","('B', 'C', 'E')","('B', 'C', 'F')","('B', 'D', 'E')","('B', 'D', 'F')","('B', 'E', 'F')","('C', 'D', 'E')","('C', 'D', 'F')","('C', 'E', 'F')","('D', 'E', 'F')","('A', 'B', 'C', 'D')","('A', 'B', 'C', 'E')","('A', 'B', 'C', 'F')","('A', 'B', 'D', 'E')","('A', 'B', 'D', 'F')","('A', 'B', 'E', 'F')","('A', 'C', 'D', 'E')","('A', 'C', 'D', 'F')","('A', 'C', 'E', 'F')","('A', 'D', 'E', 'F')","('B', 'C', 'D', 'E')","('B', 'C', 'D', 'F')","('B', 'C', 'E', 'F')","('B', 'D', 'E', 'F')","('C', 'D', 'E', 'F')","('A', 'B', 'C', 'D', 'E')","('A', 'B', 'C', 'D', 'F')","('A', 'B', 'C', 'E', 'F')","('A', 'B', 'D', 'E', 'F')","('A', 'C', 'D', 'E', 'F')","('B', 'C', 'D', 'E', 'F')","('A', 'B', 'C', 'D', 'E', 'F')"
36,26,33,32,29,21,33,50,31,5,3,18,13,5,3,50,6,1,4,2,6,31,16,2,1,116,0,0,0,0,0,19,0,0,0,0,0,1,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,26,34,31,28,21,33,52,31,5,4,19,12,4,3,49,1,1,4,2,6,35,19,2,1,118,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,25,34,31,28,21,31,52,32,5,6,15,10,5,4,49,1,1,4,2,7,30,13,2,3,113,0,0,0,0,1,16,0,0,0,0,1,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,24,34,31,28,21,30,54,36,5,6,16,10,5,5,50,2,1,3,2,8,28,16,4,3,120,0,0,0,0,2,18,0,0,0,0,1,0,0,0,0,32,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,25,33,31,27,21,33,55,37,6,3,20,13,5,5,49,2,2,3,3,8,40,23,5,2,116,1,2,0,0,2,26,1,1,0,0,2,0,0,0,0,55,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,25,32,31,27,21,33,57,37,6,4,21,14,5,5,46,5,3,3,3,8,42,25,5,3,114,2,4,0,3,2,27,3,1,0,1,2,0,1,1,0,55,2,3,0,3,2,0,3,0,0,0,1,0,0,0,0,3,0,0,0,0,0
35,25,31,32,27,21,32,52,35,6,4,20,13,5,5,43,5,3,3,4,8,37,23,5,3,90,2,4,0,3,2,23,3,1,0,1,2,0,1,1,0,41,2,3,0,3,2,0,3,0,0,0,1,0,0,0,0,3,0,0,0,0,0
34,25,31,32,27,20,33,47,33,6,4,19,12,5,5,42,6,3,3,4,8,37,23,5,3,72,2,4,0,3,2,25,3,1,0,1,2,0,1,1,0,43,2,3,0,3,2,0,3,0,0,0,1,0,0,0,0,3,0,0,0,0,0
32,25,29,29,27,20,29,38,20,4,4,19,9,4,6,32,7,3,3,4,8,30,15,4,3,38,5,4,3,3,3,14,4,1,1,1,2,1,1,2,1,22,5,3,3,3,3,3,3,3,3,1,1,1,1,1,3,3,3,3,3,1,3
32,25,28,29,27,20,27,36,21,5,6,18,8,4,7,30,9,3,4,4,9,29,13,4,5,34,5,4,3,3,3,16,5,1,1,1,3,1,1,2,1,22,5,3,3,3,3,3,3,3,3,1,1,1,1,1,3,3,3,3,3,1,3
32,25,28,29,27,21,24,34,23,6,6,17,9,4,8,31,9,3,3,4,7,27,15,5,2,37,7,3,3,3,0,19,3,0,1,0,2,1,1,0,0,25,5,0,3,0,0,3,3,0,0,1,0,0,0,0,3,0,0,0,0,0,0
31,25,28,29,27,21,20,33,23,6,5,16,10,4,8,31,9,3,3,4,7,19,12,5,3,35,7,1,3,1,0,20,3,0,1,0,2,1,1,0,0,19,5,0,3,0,0,3,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0
31,25,28,29,28,21,21,32,21,6,5,16,11,4,7,32,7,3,3,4,7,19,12,4,3,33,7,1,3,1,0,20,2,0,1,0,1,1,1,0,0,19,4,0,3,0,0,3,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0
31,24,28,30,28,21,19,34,21,5,5,17,11,5,7,29,7,4,4,2,7,20,12,4,3,33,7,1,3,1,0,18,3,0,1,0,1,1,1,0,0,19,5,0,3,0,0,3,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0
31,24,27,30,28,21,19,33,20,4,6,17,11,4,7,29,6,4,3,1,8,20,12,4,6,33,5,1,3,0,1,18,3,1,1,0,1,1,0,2,0,16,5,1,3,0,1,3,0,1,0,1,0,1,0,0,3,0,1,0,0,0,0
31,24,26,30,28,21,19,30,20,4,6,17,9,4,8,25,5,6,3,0,7,19,11,4,6,25,5,3,3,0,1,11,2,3,1,0,1,1,0,2,0,13,4,3,3,0,1,3,0,2,0,1,0,1,0,0,3,0,1,0,0,0,0
31,24,26,30,29,21,17,32,20,4,6,14,7,3,7,23,5,6,3,1,7,16,8,3,4,26,5,4,3,0,1,8,1,2,1,1,0,1,0,2,0,10,3,2,3,0,0,3,0,2,0,1,0,0,0,0,3,0,0,0,0,0,0
31,24,25,30,29,20,16,31,21,5,7,13,7,3,7,22,5,5,3,1,7,16,8,3,5,27,5,3,3,0,2,8,1,1,1,1,0,1,0,2,0,11,3,1,3,0,0,3,0,2,0,1,0,0,0,0,3,0,0,0,0,0,0
31,25,25,30,27,20,17,33,20,3,8,11,7,3,6,21,6,6,4,1,7,15,8,1,4,26,3,6,1,0,2,5,1,2,1,1,0,1,0,1,0,10,1,2,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
30,24,25,30,27,20,19,34,20,3,9,13,8,2,5,19,5,6,4,2,7,18,9,0,4,26,3,7,1,1,1,6,0,2,0,1,0,1,0,1,0,12,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,24,24,30,27,20,22,33,20,3,9,14,8,2,5,22,5,5,5,2,7,20,9,0,4,27,3,7,1,1,1,6,0,2,0,1,0,1,0,0,0,11,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,24,23,31,27,20,23,29,19,3,10,13,7,2,6,18,4,4,5,4,7,23,10,0,5,20,1,6,1,2,2,6,0,3,0,1,0,1,1,0,0,11,0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,24,23,32,28,20,24,28,21,3,9,13,7,2,5,19,3,5,6,4,7,23,13,0,4,24,1,7,1,1,2,6,0,4,0,0,0,1,1,0,0,16,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,24,23,33,29,20,26,33,25,3,7,14,7,2,4,20,2,7,8,5,7,26,13,0,4,31,1,6,1,3,1,8,0,4,0,2,0,1,4,0,0,20,0,4,0,2,0,1,4,0,0,0,3,0,0,0,0,3,0,0,0,0,0
29,24,24,33,30,20,27,36,24,5,7,14,7,3,4,23,2,8,8,5,6,26,11,1,4,39,1,7,1,3,0,9,0,5,0,2,0,1,5,0,0,22,0,5,0,1,0,1,6,0,0,0,4,0,0,0,0,4,0,0,0,0,0
29,24,24,33,30,20,26,37,24,6,8,15,6,4,4,27,1,8,6,5,6,26,11,1,4,51,0,8,1,4,0,9,0,5,0,1,0,0,5,0,0,22,0,5,0,1,0,0,7,0,0,0,4,0,0,0,0,4,0,0,0,0,0
29,24,25,32,29,20,25,37,25,4,9,17,6,3,3,28,1,8,7,6,7,28,9,0,3,57,0,11,1,2,0,9,0,4,0,1,0,0,4,0,0,23,0,7,0,2,0,0,7,0,0,0,4,0,0,0,0,7,0,0,0,0,0
29,24,26,31,29,20,24,37,23,4,7,17,6,3,3,25,1,8,8,6,6,27,9,0,3,52,0,11,1,2,0,9,0,5,0,1,0,0,5,0,0,23,0,9,0,2,0,0,9,0,0,0,5,0,0,0,0,9,0,0,0,0,0
29,24,27,31,29,20,23,41,24,3,7,19,6,3,3,27,2,8,8,6,6,29,9,0,3,68,1,9,0,2,0,10,0,5,0,1,0,0,5,0,1,25,0,9,0,2,0,0,9,0,0,0,5,0,0,0,0,9,0,0,0,0,0
29,25,26,31,30,21,22,43,24,7,7,19,8,2,3,26,5,8,10,6,6,31,11,0,4,71,16,14,11,3,0,11,0,5,0,1,0,12,5,0,1,26,0,14,0,3,0,41,14,0,0,0,5,0,0,0,0,14,0,0,0,0,0
30,25,26,31,30,20,22,46,26,6,7,18,8,2,3,26,5,8,9,7,7,33,11,0,4,77,15,13,11,6,0,11,0,5,0,1,0,12,9,0,2,29,0,13,0,3,0,41,24,0,0,0,5,0,0,0,0,13,0,0,0,0,0
31,26,27,31,30,20,25,49,31,7,8,19,9,3,4,26,6,8,9,7,6,35,13,0,3,90,15,13,12,7,0,12,0,5,0,1,0,12,9,0,2,30,0,9,0,2,0,45,24,0,0,0,5,0,0,0,0,9,0,0,0,0,0
31,26,27,31,30,20,25,51,34,7,7,19,10,3,4,26,6,8,9,7,7,35,15,0,3,91,15,13,12,7,0,12,0,5,0,1,0,12,9,1,2,30,0,9,0,2,0,45,24,0,0,0,5,0,0,0,0,9,0,0,0,0,0
31,26,28,31,30,21,26,48,34,7,5,17,11,3,5,28,6,8,10,5,7,33,16,0,2,91,9,8,10,5,0,11,0,4,0,1,0,9,8,1,1,28,0,3,0,1,0,27,16,0,0,0,3,0,0,0,0,3,0,0,0,0,0
31,25,28,30,29,21,24,46,33,9,7,17,10,4,3,28,5,7,10,5,7,31,15,0,2,86,4,7,11,5,1,11,0,1,0,0,0,4,6,1,2,27,0,0,0,0,0,9,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0
31,25,28,30,29,22,23,47,33,8,12,17,11,4,4,28,4,9,11,8,8,33,17,0,2,87,1,9,9,15,3,14,0,2,0,0,0,2,9,2,5,36,0,2,0,0,0,1,12,1,5,0,0,0,0,2,0,0,0,0,1,0,0
31,25,29,30,29,22,24,52,34,8,13,15,12,5,4,33,5,9,9,7,8,31,18,1,2,102,1,11,7,15,3,15,0,2,0,0,0,2,8,2,4,36,0,2,0,0,0,1,14,1,5,0,0,0,0,1,0,0,0,0,1,0,0
31,25,29,30,29,22,24,51,33,7,11,15,13,5,3,32,4,9,6,6,8,31,19,1,2,95,0,15,3,11,2,15,0,1,0,0,0,0,7,1,2,36,0,2,0,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31,25,29,31,29,22,24,52,37,9,12,16,13,6,3,35,4,10,5,7,8,32,19,1,2,108,2,25,4,11,3,15,0,1,0,0,0,0,9,1,2,38,0,2,0,0,0,0,25,1,2,0,0,0,0,0,0,0,0,0,0,0,0
31,25,29,30,29,21,23,51,35,8,13,15,14,5,2,34,4,10,5,7,7,29,17,1,2,106,2,29,4,14,2,14,0,1,0,0,0,0,12,1,1,34,0,2,0,0,0,0,43,1,1,0,0,0,0,0,0,0,0,0,0,0,0
31,25,29,30,30,21,24,50,34,7,13,14,14,5,1,35,4,12,6,6,8,28,19,1,0,102,2,33,4,13,2,15,0,0,0,0,0,2,14,2,2,35,0,0,0,0,0,1,51,1,1,0,0,0,0,2,0,0,0,0,1,0,0
31,25,29,30,30,21,24,48,32,6,14,14,13,6,2,35,4,11,6,8,8,28,14,1,0,103,2,32,3,21,2,12,0,0,2,0,1,2,20,2,1,22,0,0,2,0,0,1,81,1,1,0,0,0,0,1,0,0,0,0,1,0,0
31,25,29,29,30,22,23,48,31,7,10,14,12,6,3,35,4,12,6,8,8,28,13,1,1,103,1,23,3,16,1,12,0,1,2,0,1,2,20,2,1,22,0,1,2,0,0,0,68,0,0,0,0,0,0,1,0,0,0,0,0,0,0
31,25,29,29,31,23,25,49,33,7,10,17,12,7,3,35,5,12,8,8,8,32,14,2,0,107,2,23,3,17,1,15,0,1,2,0,1,3,21,2,2,27,0,0,2,0,0,0,73,0,0,0,0,0,0,2,0,0,0,0,0,0,0
31,25,29,29,31,23,25,48,32,7,8,17,11,7,2,35,5,10,7,8,7,31,12,2,0,105,2,18,3,17,0,13,0,1,2,0,1,2,19,1,1,23,0,0,2,0,0,0,65,0,0,0,0,0,0,1,0,0,0,0,0,0,0
31,25,29,29,31,22,26,48,33,7,6,18,11,6,2,35,4,8,8,9,7,40,14,2,0,109,2,8,3,13,0,12,0,1,3,0,1,2,11,1,1,31,0,0,2,0,0,0,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0
31,26,29,29,31,22,23,48,32,8,5,16,12,7,2,36,4,7,8,8,7,26,14,1,0,109,1,3,1,7,0,11,0,0,1,0,1,2,6,1,1,25,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
31,26,30,29,31,23,23,48,32,8,4,14,12,8,2,35,5,8,7,8,6,19,13,2,0,109,1,3,0,3,0,10,1,0,1,0,1,2,6,1,1,22,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
31,27,30,29,31,23,20,49,33,9,3,12,9,10,3,36,5,8,7,6,4,11,11,3,0,112,1,3,2,3,0,9,1,0,2,0,1,2,5,1,0,17,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,27,31,30,31,23,20,51,33,10,4,13,10,9,4,39,6,7,8,5,4,14,12,3,1,110,3,6,3,2,0,11,2,0,3,0,1,4,4,0,0,19,2,0,3,0,0,2,6,0,0,2,0,0,0,0,2,0,0,0,0,0,0
32,27,30,30,31,23,20,50,35,10,4,12,9,10,4,39,7,6,8,5,5,14,12,4,1,111,4,7,3,4,0,11,2,1,3,0,1,4,6,0,0,20,2,1,3,0,0,2,12,0,0,2,0,0,0,0,2,0,0,0,0,0,0
33,27,30,30,31,22,21,51,36,8,6,11,8,11,4,39,7,7,7,5,5,16,10,5,2,117,6,12,2,7,0,9,2,2,2,0,1,4,8,0,0,18,4,4,2,0,0,4,18,0,0,2,0,0,0,0,4,0,0,0,0,0,0
34,27,30,30,31,22,23,53,35,8,6,12,8,10,4,41,7,9,7,5,5,17,10,1,2,121,6,18,2,7,1,9,1,2,1,0,1,4,10,2,0,18,0,4,0,0,0,4,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0
35,27,30,30,31,22,24,55,37,5,8,12,8,10,4,41,8,9,7,6,5,17,12,0,2,125,2,26,1,14,1,9,2,1,0,0,1,6,14,2,1,20,0,2,0,0,0,2,52,2,1,0,0,0,0,2,0,0,0,0,2,0,0
35,27,30,30,31,22,22,54,39,4,8,12,8,9,4,41,6,10,7,5,4,15,13,0,0,127,0,29,0,14,0,9,2,1,0,0,1,4,16,1,1,20,0,0,0,0,0,0,58,0,0,0,0,0,0,1,0,0,0,0,0,0,0
36,27,30,30,31,22,21,54,41,3,10,11,8,8,5,40,5,10,6,4,4,15,13,0,0,129,1,30,1,13,0,9,2,1,0,0,1,2,12,0,1,20,0,0,0,0,0,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,25,30,30,31,22,19,53,41,4,10,11,8,6,4,38,4,9,5,6,4,15,13,0,0,124,0,29,0,22,1,9,2,0,0,0,1,0,20,0,1,20,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,25,30,31,29,22,19,52,41,4,10,11,10,6,4,40,5,9,6,6,5,16,13,0,0,125,0,28,0,22,1,9,2,0,1,0,1,0,20,0,1,20,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,24,30,31,29,22,21,55,42,4,10,11,9,6,4,39,5,9,5,6,5,21,15,0,0,130,1,29,0,23,1,9,2,0,1,0,1,0,20,0,0,26,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,24,31,31,28,21,21,59,40,3,10,11,9,6,4,40,5,7,4,5,4,21,15,0,0,130,1,24,0,19,1,11,2,0,1,0,1,0,18,0,0,26,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,24,30,31,29,21,22,62,38,3,8,11,9,7,3,40,4,6,5,5,4,25,15,0,0,125,1,16,0,15,1,11,1,0,1,0,0,0,16,0,0,28,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,24,29,31,29,22,24,62,38,4,9,12,9,7,3,39,4,3,5,5,4,30,16,0,0,121,1,12,0,12,1,13,1,0,1,0,0,0,9,0,0,36,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,24,29,31,28,23,24,63,39,5,6,11,8,5,3,39,6,1,5,4,3,31,15,1,0,120,2,1,1,3,1,12,2,0,0,0,0,2,2,0,0,35,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,24,29,31,28,23,24,64,39,7,6,12,7,6,3,40,6,1,4,4,3,35,15,6,0,118,5,1,1,3,1,12,3,0,0,0,0,2,2,0,0,35,5,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,24,29,31,28,23,24,63,40,9,4,12,9,7,4,40,6,1,6,4,3,35,19,10,2,114,7,2,5,0,1,14,3,1,2,0,0,3,0,0,0,43,9,2,8,0,0,6,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0
34,24,29,31,28,23,24,59,38,9,3,13,8,6,4,39,9,1,6,3,3,37,19,10,1,97,11,1,5,0,1,14,5,1,2,0,0,5,0,0,0,42,17,1,8,0,0,10,0,0,0,4,0,0,0,0,16,0,0,0,0,0,0
34,23,29,30,28,23,25,53,41,9,2,13,7,6,4,39,10,1,7,3,3,36,16,10,0,95,11,0,5,0,1,13,5,1,2,0,0,7,0,0,0,36,17,0,8,0,0,10,0,0,0,4,0,0,0,0,16,0,0,0,0,0,0
33,23,29,30,28,23,23,52,37,10,2,14,9,6,4,36,10,1,7,3,3,36,19,10,0,75,14,0,6,0,1,15,5,1,2,0,0,8,0,0,0,39,17,0,8,0,0,13,0,0,0,4,0,0,0,0,16,0,0,0,0,0,0
32,22,29,30,26,23,23,48,35,11,2,15,9,8,4,37,10,0,8,2,3,34,18,11,0,67,13,0,8,0,0,17,5,0,2,0,0,11,0,0,0,35,16,0,8,0,0,16,0,0,0,4,0,0,0,0,16,0,0,0,0,0,0
33,22,30,31,26,23,23,47,35,12,2,15,8,8,5,36,10,0,9,2,3,32,17,9,1,63,13,0,9,0,0,17,5,0,2,0,0,11,0,0,0,33,12,0,6,0,0,16,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0
32,21,30,31,26,23,17,47,33,12,2,14,10,6,5,34,11,0,10,2,2,26,14,6,1,59,15,0,9,0,0,17,6,0,3,0,0,13,0,0,0,27,10,0,5,0,0,18,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0
32,21,31,31,26,23,18,48,31,12,2,13,10,5,5,35,12,0,12,1,2,21,15,5,1,58,17,0,11,0,0,15,3,0,2,0,0,16,0,0,0,25,4,0,4,0,0,23,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0
32,21,32,31,26,22,18,48,32,15,1,15,8,4,4,35,12,1,12,1,2,21,10,2,0,56,19,0,17,0,0,14,2,0,1,0,0,14,0,0,0,22,2,0,1,0,0,23,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
31,21,32,31,26,20,17,49,35,15,1,14,8,4,3,36,15,3,15,0,2,19,12,2,0,59,24,0,19,0,0,14,3,0,1,0,0,20,0,0,0,25,2,0,1,0,0,32,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
31,21,32,31,26,20,17,45,36,14,0,15,8,4,4,35,16,3,15,0,2,21,13,2,0,60,20,0,18,0,0,14,3,0,1,0,0,19,0,0,0,28,2,0,1,0,0,27,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
31,22,31,32,24,20,17,44,33,12,0,15,9,4,5,32,15,3,15,0,2,24,14,2,0,55,16,0,14,0,0,13,3,0,1,0,0,17,0,0,0,27,2,0,1,0,0,21,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
31,21,32,31,24,20,16,42,34,12,1,14,9,4,4,30,13,3,14,0,2,25,14,2,0,50,16,0,13,0,0,13,3,0,1,0,0,14,0,0,0,25,3,0,1,0,0,19,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
32,22,32,30,24,20,17,45,32,11,1,16,9,7,4,29,11,3,11,0,2,28,14,3,0,53,17,0,10,0,0,15,5,0,1,0,0,9,0,0,0,30,5,0,1,0,0,17,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0
32,20,31,29,24,20,17,43,31,9,1,15,8,6,4,29,10,3,10,0,2,26,13,4,0,52,10,0,4,0,0,12,4,0,0,0,0,7,0,0,0,27,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,20,31,29,24,20,17,41,30,8,1,13,8,6,4,29,10,4,10,0,2,22,12,4,0,50,8,0,3,0,0,12,4,0,0,0,0,7,0,0,0,27,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,21,31,29,24,20,17,40,32,8,2,11,7,6,3,28,8,4,10,1,2,19,11,4,0,51,6,1,3,0,0,12,3,0,0,0,0,4,0,0,0,27,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,21,31,29,24,20,17,37,29,7,2,12,7,5,3,28,6,4,5,1,2,18,9,3,0,45,3,1,0,0,0,12,0,1,1,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,21,31,29,25,19,18,38,26,8,2,12,8,6,3,28,3,4,4,1,3,18,9,4,1,45,1,1,0,0,0,11,0,1,1,0,0,0,0,0,0,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,20,31,29,25,19,17,37,26,6,2,13,8,6,3,29,3,3,3,2,3,19,9,4,1,43,0,1,0,0,0,11,0,1,1,1,0,0,0,0,0,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,20,31,30,24,19,16,37,22,5,3,13,7,6,3,25,3,3,4,3,2,19,6,4,1,35,0,1,0,0,0,8,0,1,2,1,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,20,30,30,23,19,15,31,21,5,3,13,7,6,3,25,2,3,4,3,1,19,6,3,1,35,0,1,0,0,0,9,0,1,2,1,0,0,0,0,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,20,30,30,23,19,14,30,20,6,3,12,6,6,3,24,2,3,4,3,1,19,6,4,1,30,3,1,0,0,0,8,1,1,2,1,0,0,0,0,0,16,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,20,30,30,23,19,14,32,19,6,3,12,6,6,3,26,2,3,4,5,1,20,6,4,1,33,3,1,0,1,0,8,1,1,2,1,0,0,0,0,0,16,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,20,30,30,23,20,15,28,17,7,3,10,7,4,3,26,2,4,4,6,2,19,5,1,1,26,3,1,2,2,1,10,0,1,2,1,0,1,0,0,0,12,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,20,31,29,23,20,14,27,15,7,3,10,7,4,2,27,3,4,5,7,2,17,7,1,1,26,5,1,3,2,1,14,0,1,1,0,0,2,0,1,1,19,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,20,31,28,23,20,13,26,14,5,4,11,7,5,2,27,4,4,4,7,2,17,7,1,0,23,4,0,2,3,2,15,0,0,1,0,0,3,0,1,0,20,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,20,31,28,24,20,13,25,14,6,4,11,6,4,2,25,7,4,5,7,2,17,7,1,0,23,7,0,4,3,2,15,1,0,1,0,0,4,0,1,1,21,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
28,20,31,28,25,20,13,24,13,5,4,11,6,4,2,24,7,4,6,8,2,16,7,1,0,20,3,0,1,2,2,14,1,0,1,0,0,5,0,1,1,19,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26,20,31,30,25,20,11,23,13,4,4,10,7,3,1,24,7,3,7,8,2,16,7,0,0,20,1,0,0,2,2,13,1,0,1,0,0,5,0,1,1,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26,20,31,30,24,20,11,23,11,2,4,10,7,4,1,22,8,4,7,8,2,16,5,0,0,15,1,1,0,2,1,13,1,0,1,0,0,6,0,2,1,14,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
26,20,31,30,24,20,10,21,13,2,3,9,7,4,1,22,10,4,7,6,2,15,7,0,0,16,1,1,0,1,1,13,1,0,1,0,0,7,0,2,1,16,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
26,20,30,30,24,21,11,20,13,3,2,9,8,4,1,19,10,4,6,7,2,15,7,0,0,16,1,1,0,1,1,11,1,0,1,0,0,5,0,2,1,16,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
26,20,29,30,23,22,12,21,12,3,2,9,8,5,1,20,9,3,5,7,2,15,7,0,0,17,1,1,0,1,1,11,1,0,1,0,0,6,0,2,0,16,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
25,20,29,30,23,22,12,21,13,4,3,9,7,7,1,18,8,3,5,8,2,15,7,2,0,16,0,1,0,1,1,10,2,0,0,0,0,6,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,20,28,30,23,23,13,20,13,3,3,9,8,7,2,17,7,4,5,8,2,14,7,3,0,15,0,1,0,1,0,11,1,0,1,0,0,6,0,1,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26,20,28,30,22,23,15,21,13,3,2,9,8,7,4,17,6,5,5,7,3,16,7,3,0,17,0,1,0,0,0,9,1,0,1,0,2,5,0,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26,21,28,30,22,23,17,22,13,3,1,10,9,7,4,17,6,5,5,6,3,14,8,4,0,20,0,0,0,0,0,9,1,1,1,0,2,5,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26,22,28,30,22,23,18,21,12,4,1,8,10,9,4,17,7,5,5,5,3,8,9,4,0,19,0,0,0,0,0,7,3,1,1,0,2,3,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26,22,28,30,22,23,18,20,14,5,1,8,10,9,4,15,6,4,5,5,3,9,8,2,0,18,0,0,0,0,0,7,3,1,1,0,2,2,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
